practice_name,address,city,state,zip,medicare_date,phone_number
PUERTO RICAN ORGANIZATION TO,254 VIRGINIA ST,Buffalo,New York,14201-1938,1/1/2020,7167684040
TRANQUILITY PLACE OF UTAH LLC,160 E 800 S,Salt Lake City,Utah,84111-3827,1/1/2020,8019249240
SACRED HEART REHAB CTR INC,28303 DEQUINDRE RD,Madison Hts,Michigan,48071-3040,1/1/2020,2486581116
CENTER FOR BEHAVIORAL HEALTH IA INC,3811 N HARRISON ST,Davenport,Iowa,52806-5911,1/1/2020,5633888000
CRC RECOVERY INC,3584 FAIRLANES AVE SW,Grandville,Michigan,49418-1583,1/1/2020,6162225300
COMMUNITY MEDICAL SERVICES ARIZONA-,102 E MAIN ST,Safford,Arizona,85546-2050,1/1/2020,9289852700
STAUNTON TREATMENT CENTER,15 GREEN HILLS DR,Verona,Virginia,24482-2674,1/1/2020,5402176366
"STAUNTON TREATMENT CENTER, LLC",15 GREEN HILLS DR,Verona,Virginia,24482-2674,1/1/2020,5402176366
RECOVERY CONCEPTS LLC,17100 DIXIE HWY,Hazel Crest,Illinois,60429-1485,1/13/2020,7083351155
COMMUNITY MEDICAL SERVICES,2516 E UNIVERSITY DRIVE,Phoenix,Arizona,85034-6935,1/1/2020,6026074747
THE NEW YORK AND PRESBYTERIAN HOSPI,HELMSLEY TOWER,New York,New York,10021-4872,8/12/2020,2127461252
MONTEFIORE MEDICAL CENTER,1510 WATERS PL,Bronx,New York,10461-2700,2/2/2020,7188293440
MONTEFIORE MEDICAL CENTER,2058 JEROME AVE,Bronx,New York,10453-1817,2/2/2020,7185830600
MONTEFIORE MEDICAL CENTER,260 EAST 161ST STREET,Bronx,New York,10451-3512,2/2/2020,7189933397
MONTEFIORE MEDICAL CENTER,3550 JEROME AVE,Bronx,New York,10467-1005,2/2/2020,7189204067
MONTEFIORE MEDICAL CENTER,804 E 138TH ST,Bronx,New York,10454-1932,2/2/2020,7186657500
SUCCESSFUL ALTERNATIVES FOR ADDICTI,795 FLETCHER LN,Hayward,California,94544-1008,1/1/2020,5102478300
CENTER FOR BEHAVIORAL HEALTH IA INC,95 UNIVERSITY AVE,Des Moines,Iowa,50314-3120,1/1/2020,5152449500
HUMAN RESOURCES DEVELOPMENT INSTIT,33 E 114TH ST,Chicago,Illinois,60628-4921,4/2/2020,7736604630
MAINTENANCE AND RECOVERY SERVICES I,305 FERGUSON DR,Austin,Texas,78753-3006,1/1/2020,5123399757
COMMUNITY MEDICAL SERVICES ARIZONA-,6116 E ARBOR AVE,Mesa,Arizona,85206-6103,1/1/2020,4804994599
"METRO TREATMENT OF MAINE, LP",166 NEW COUNTY RD,Rockland,Maine,04841-5320,1/1/2020,2075960312
"SUNRISE HEALTH & WELLNESS CENTER, L",10089 FOLSOM BLVD,Rancho Cordova,California,95670-1935,5/9/2020,9163666531
NUPOINT SERVICES LLC,1620 44TH ST SE,Grand Rapids,Michigan,49508-5002,3/13/2020,6162436262
MEDMARK TREATMENT CENTERS OF PENNSY,1984 RTE 22,Blairsville,Pennsylvania,15717-6120,6/16/2020,7244594884
SIBUS TREATMENT SERVICES,6170 HUNT CLUB RD,Elkridge,Maryland,21075-5518,2/26/2020,4438203234
SANFORD TREATMENT CENTER,2800 INDUSTRIAL DR,Sanford,North Carolina,27332-6028,1/1/2020,9197760711
COMMUNITY MEDICAL SERVICES ARIZONA-,1115 STOCKTON HILL RD,Kingman,Arizona,86401-6232,1/1/2020,9285656599
"UNITED HEALTH SERVICES HOSPITALS, I",10-42 MITCHELL AVE,Binghamton,New York,13903-1617,1/1/2020,6077622626
WEST TEXAS COUNSELLING AND REHABILI,2401 W WALL ST,Midland,Texas,79701-6315,1/1/2020,4326873945
BAART BEHAVIORAL HEALTH SERVICES IN,3707 SUNSET LN,Antioch,California,94509-6101,1/1/2020,9255220124
RECOVERY SERVICES OF NEW MEXICO,1528 FIVE POINTS RD SW,Albuquerque,New Mexico,87105-3179,5/23/2020,5052426919
"VCPHCS V, LLC","1141 WHITNEY AVENUE, BUILDING 4",Gretna,Louisiana,70056-5009,1/1/2020,5043471120
MCLEOD ADDICTIVE DISEASE CENTER INC,1170 FAIRGROVE CHURCH RD,Hickory,North Carolina,28602-9695,1/4/2020,8284641172
RAISE THE BOTTOM TRAINING & COUNS,1603 12TH AVE RD,Nampa,Idaho,83686-6100,1/1/2020,2084330400x146
RAISE THE BOTTOM TRAINING & COUNS,9196 W BARNES DR,Boise,Idaho,83709-1552,1/1/2020,2084330400x146
"MIDDLETOWN MEDICAL, LLC",600 STATE ROUTE 35,Red Bank,New Jersey,07701-5018,1/1/2020,7327061300
"WESTERN CAROLINA TREATMENT CENTER,",3 DOCTORS PARK,Asheville,North Carolina,28801-4521,1/1/2020,8282511478
ARS NEW CASTLE LLC,263 QUIGLEY BLVD,New Castle,Delaware,19720-8112,3/10/2020,3023239400
PALMETTO CAROLINA TREATMENT CENTER,325 INGLESBY PKWY,Duncan,South Carolina,29334-9117,1/1/2020,8645271250
CENTER FOR BEHAVIORAL HEALTH KENTUC,2225 LAWRENCEBURG RD,Frankfort,Kentucky,40601-9128,1/1/2020,5023522111
CONCERTED CARE GROUP BROOKLYN LLC,112 E PATAPSCO AVE,Baltimore,Maryland,21225-1745,1/1/2020,6672602600
VCPHCS X LLC,2114 MIDPOINT DR UNIT 4,Fort Collins,Colorado,80525-4324,1/1/2020,9702240495
"MIDDLE TENNESSEE TREATMENT CENTERS,",1420 DONELSON PIKE,Nashville,Tennessee,37217-2999,2/15/2022,6292550586
OPERATION PAR INC,6150 150TH AVE N,Clearwater,Florida,33760-2138,1/1/2020,7275074673
AEGIS TREATMENT CENTERS LLC,1322 N AVALON BLVD,Wilmington,California,90744-2639,1/1/2020,1972669257
CENTER FOR BEHAVIORAL HEALTH LAS VE,160 HUBBARD WAY,Reno,Nevada,89502-3780,1/1/2020,7758294472
SOMERSET TREATMENT SERVICES INC,110 REHILL AVE,Somerville,New Jersey,08876-2519,1/1/2020,9087253060
RAINIER INTERNAL MEDICINE LLC,3727 S TACOMA WAY,Tacoma,Washington,98409-3134,1/1/2020,2533007474
RAINIER INTERNAL MEDICINE LLC,5929 WESTGATE BLVD,Tacoma,Washington,98406-2567,1/1/2020,2535030226
RAINIER INTERNAL MEDICINE LLC,9720 S TACOMA WAY,Lakewood,Washington,98499-4456,1/1/2020,2535033666
AUGUSTA ADDICTION ASSOCIATES,600 COMMERCIAL CT,Savannah,Georgia,31406-3671,1/1/2020,9123524357
MEDMARK TREATMENT CENTERS OF TEXAS,1110 TENAHA ST STE 5,Center,Texas,75935-3035,6/16/2020,9365986608
BHG XXXVIII LLC,239 ACCESS RD,Spartanburg,South Carolina,29303-1682,1/1/2020,8645030207
BHG XXXIII LLC,2705 OLIVET CHURCH RD,Paducah,Kentucky,42001-9755,1/1/2020,2704430096
ABILENE ABSOLUTE RECOVERY SOLUTIONS,429 N JUDGE ELY BLVD,Abilene,Texas,79601-5553,4/27/2022,3254008586
"PINNACLE TREATMENT CENTERS OH-XIII,",8500 BILSTEIN BLVD,Hamilton,Ohio,45015-2218,9/23/2021,5132859583
FLORENCE TREATMENT SPECIALISTS LLC,1591 S IRBY ST,Florence,South Carolina,29505-3409,1/6/2022,8432060845
FAMILY GUIDANCE CENTERS OF OHIO INC,4354 MONROE ST,Toledo,Ohio,43606-1959,9/9/2020,2246597030
CENTERSTONE OF ILLINOIS INC,202 S BENTLEY ST,Marion,Illinois,62959-1908,1/8/2020,8556083560
BAART BEHAVIORAL HEALTH SERVICES IN,1235 E ST,Fresno,California,93706-2024,1/1/2020,5594987100
BAART BEHAVIORAL HEALTH SERVICES IN,1313 CUTTING BLVD,Richmond,California,94804-2554,1/1/2020,5102320874
GENESEE COUNCIL ON ALCOHOLISM & SUB,430 E MAIN ST,Batavia,New York,14020-2519,4/23/2020,5853431124
BAART COMMUNITY HEALTHCARE,800 N MANGUM ST,Durham,North Carolina,27701-2260,1/1/2020,9196831607
METRO TREATMENT OF GEORGIA LP,2007 OLD LAFAYETTE RD,Fort Oglethorpe,Georgia,30742-3510,1/1/2020,7068619390
SPECIALIZED TREATMENT SERVICES INC,1132 CENTRAL AVE NE,Minneapolis,Minnesota,55413-1512,5/1/2020,6122361700
"VCPHCS XI, LLC",8402 CLAY ST,Westminster,Colorado,80031-3810,1/1/2020,3034877776
DISCOVERY HOUSE LT INC,523 HERITAGE PARK BLVD,Layton,Utah,84041-5711,1/1/2020,8015259998
SHELBY COUNTY TREATMENT CENTER,750 HIGHWAY 31 S,Alabaster,Alabama,35007-4627,1/1/2020,2052160200
"SUNRISE TREATMENT CENTER, LLC",6460 HARRISON AVE,Cincinnati,Ohio,45247-7958,1/1/2020,5139414999
BAART BEHAVIORAL HEALTH SERVICES IN,795 WILLOW RD,Menlo Park,California,94025-2539,1/1/2020,6503241470
ECHO TREATMENT CENTER LLC,50 E WYLIE AVE,Washington,Pennsylvania,15301-2059,7/1/2022,2022964455
AEGIS TREATMENT CENTERS LLC,1889 W REDLANDS BLVD,Redlands,California,92373-3119,1/1/2020,9095015167
CODAC HEALTH RECOVERY AND WELLNESS,380 E FORT LOWELL RD,Tucson,Arizona,85705-3985,1/1/2020,5202021786
"BHG XLV, LLC",2402 TIFT AVE N,Tifton,Georgia,31794-1885,1/1/2020,2293827898
OPEN ARMS & HEARTS HEALTH SERVICES,1532 OCEAN HWY,Pocomoke City,Maryland,21851-3023,1/29/2021,4434377128
COMPLETE HEALTHCARE FOR WOMEN INC,5888 CLEVELAND AVE,Columbus,Ohio,43231-9999,2/13/2021,6148824343
COMPLETE HEALTHCARE FOR WOMEN INC,670 HILL RD N,Pickerington,Ohio,43147-9999,2/13/2021,6148824343
"COMPASS HEALTH, INC.",1700 W MAIN ST,Sedalia,Missouri,65301-3635,9/1/2021,8448538937
"START TREATMENT & RECOVERY CENTERS,",2191 3RD AVE,New York,New York,10035-3520,1/1/2020,2123485650
NEW BRUNSWICK COUNSELING CENTER,605 HIGH ST,Mount Holly,New Jersey,08060-1022,4/25/2022,6092673610
AEGIS TREATMENT CENTERS LLC,660 E LOS ANGELES AVE,Simi Valley,California,93065-1884,1/1/2020,8055221844
WESTSIDE METHADONE TREATMENT PROGRA,1301 PIERCE ST,San Francisco,California,94115-4005,1/1/2020,4154319000
CARNEGIE HILL INSTITUTE INC,116 E 92ND ST,New York,New York,10128-1620,1/1/2020,2122897166
"VCPHCS VII, LLC",519 E QUINCY ST,San Antonio,Texas,78215-1605,1/1/2020,2102991614
ATS AT JHBMC MFL BLDG,5200 EASTERN AVE,Baltimore,Maryland,21224-2734,7/1/1966,4105500004
